"","ensembl_transcript_id","ensembl_gene_id","mgi_symbol","chromosome_name","transcript_biotype","transcript_start","transcript_end","transcript_count","feature_symbol","feature_id"
"198","ENSMUST00000001258","ENSMUSG00000001228","Uhrf1","17","protein_coding",56303321,56323486,7,"Uhrf1","ENSMUSG00000001228"
"199","ENSMUST00000223616","ENSMUSG00000001229","Dpp9","17","retained_intron",56186807,56209208,2,"Dpp9","ENSMUSG00000001229"
"200","ENSMUST00000129680","ENSMUSG00000001240","Ramp2","11","protein_coding",101246028,101248250,8,"Ramp2","ENSMUSG00000001240"
"201","ENSMUST00000098553","ENSMUSG00000001247","Lsr","7","protein_coding",30957770,30973426,5,"Lsr","ENSMUSG00000001247"
"202","ENSMUST00000220635","ENSMUSG00000001248","Gramd1a","7","protein_coding",31130127,31134268,14,"Gramd1a","ENSMUSG00000001248"
"203","ENSMUST00000039435","ENSMUSG00000001249","Hpn","7","protein_coding",31098725,31110997,11,"Hpn","ENSMUSG00000001249"
"204","ENSMUST00000031119","ENSMUSG00000001260","Gabrg1","5","protein_coding",70751047,70842617,4,"Gabrg1","ENSMUSG00000001260"
"205","ENSMUST00000222705","ENSMUSG00000001270","Ckb","12","retained_intron",111669361,111672282,5,"Ckb","ENSMUSG00000001270"
"206","ENSMUST00000170884","ENSMUSG00000001280","Sp1","15","protein_coding",102406143,102408235,8,"Sp1","ENSMUSG00000001280"
"207","ENSMUST00000001327","ENSMUSG00000001281","Itgb7","15","protein_coding",102215995,102231935,2,"Itgb7","ENSMUSG00000001281"
"208","ENSMUST00000113682","ENSMUSG00000001285","Myg1","15","protein_coding",102331709,102338139,10,"Myg1","ENSMUSG00000001285"
"209","ENSMUST00000043172","ENSMUSG00000001288","Rarg","15","protein_coding",102234938,102257517,6,"Rarg","ENSMUSG00000001288"
"210","ENSMUST00000166658","ENSMUSG00000001289","Pfdn5","15","protein_coding",102326116,102331873,8,"Pfdn5","ENSMUSG00000001289"
"211","ENSMUST00000001319","ENSMUSG00000001300","Efnb2","8","protein_coding",8617434,8661242,3,"Efnb2","ENSMUSG00000001300"
"212","ENSMUST00000001339","ENSMUSG00000001305","Rrp15","1","protein_coding",186720978,186749358,2,"Rrp15","ENSMUSG00000001305"
"213","ENSMUST00000153185","ENSMUSG00000001313","Rnd2","11","processed_transcript",101464999,101471853,3,"Rnd2","ENSMUSG00000001313"
"214","ENSMUST00000127499","ENSMUSG00000001323","Srr","11","processed_transcript",74906509,74925675,10,"Srr","ENSMUSG00000001323"
"215","ENSMUST00000102599","ENSMUSG00000001333","Sync","4","protein_coding",129287617,129308559,2,"Sync","ENSMUSG00000001333"
"216","ENSMUST00000102600","ENSMUSG00000001334","Fndc5","4","protein_coding",129136999,129144593,1,"Fndc5","ENSMUSG00000001334"
"217","ENSMUST00000069330","ENSMUSG00000001348","Acp5","9","protein_coding",22126727,22131815,6,"Acp5","ENSMUSG00000001348"
"218","ENSMUST00000214601","ENSMUSG00000001349","Cnn1","9","protein_coding",22099216,22108334,5,"Cnn1","ENSMUSG00000001349"
"219","ENSMUST00000085311","ENSMUSG00000001366","Fbxo9","9","protein_coding",78081499,78108656,7,"Fbxo9","ENSMUSG00000001366"
"220","ENSMUST00000001412","ENSMUSG00000001376","Vps50","6","protein_coding",3498382,3603531,9,"Vps50","ENSMUSG00000001376"
"221",NA,NA,NA,NA,NA,NA,NA,NA,"ENSMUSG00000001379","ENSMUSG00000001379"
"222","ENSMUST00000001416","ENSMUSG00000001380","Hars","18","protein_coding",36766530,36783205,1,"Hars","ENSMUSG00000001380"
"223","ENSMUST00000001419","ENSMUSG00000001383","Zmat2","18","protein_coding",36793923,36799660,1,"Zmat2","ENSMUSG00000001383"
"224","ENSMUST00000088248","ENSMUSG00000001403","Ube2c","2","protein_coding",164769898,164772907,2,"Ube2c","ENSMUSG00000001403"
"225","ENSMUST00000001451","ENSMUSG00000001415","Smg5","3","protein_coding",88336260,88362338,9,"Smg5","ENSMUSG00000001415"
"226","ENSMUST00000001452","ENSMUSG00000001416","Cct3","3","protein_coding",88297116,88321767,10,"Cct3","ENSMUSG00000001416"
"227",NA,NA,NA,NA,NA,NA,NA,NA,"ENSMUSG00000001417","ENSMUSG00000001417"
"228","ENSMUST00000177005","ENSMUSG00000001418","Glmp","3","protein_coding",88325023,88331313,10,"Glmp","ENSMUSG00000001418"
"229","ENSMUST00000001455","ENSMUSG00000001419","Mef2d","3","protein_coding",88142372,88172086,7,"Mef2d","ENSMUSG00000001419"
"230","ENSMUST00000001456","ENSMUSG00000001420","Tmem79","3","protein_coding",88328655,88334504,4,"Tmem79","ENSMUSG00000001420"
"231","ENSMUST00000168362","ENSMUSG00000001424","Snd1","6","protein_coding",28475139,28523737,12,"Snd1","ENSMUSG00000001424"
"232","ENSMUST00000081654","ENSMUSG00000001435","Col18a1","10","protein_coding",77052178,77166548,5,"Col18a1","ENSMUSG00000001435"
"233","ENSMUST00000136150","ENSMUSG00000001436","Slc19a1","10","protein_coding",77032241,77042361,9,"Slc19a1","ENSMUSG00000001436"
"234","ENSMUST00000001479","ENSMUSG00000001440","Kpnb1","11","protein_coding",97159714,97187881,3,"Kpnb1","ENSMUSG00000001440"
"235","ENSMUST00000167806","ENSMUSG00000001441","Npepps","11","protein_coding",97205842,97280486,19,"Npepps","ENSMUSG00000001441"
"236","ENSMUST00000001484","ENSMUSG00000001444","Tbx21","11","protein_coding",97098071,97115331,1,"Tbx21","ENSMUSG00000001444"
"237","ENSMUST00000001485","ENSMUSG00000001445","Mrpl10","11","protein_coding",97041560,97049213,2,"Mrpl10","ENSMUSG00000001445"
"238","ENSMUST00000001507","ENSMUSG00000001467","Cyp51","5","protein_coding",4081145,4104746,4,"Cyp51","ENSMUSG00000001467"
"239","ENSMUST00000001513","ENSMUSG00000001473","Tubb6","18","protein_coding",67390717,67402748,1,"Tubb6","ENSMUSG00000001473"
"240","ENSMUST00000057054","ENSMUSG00000001493","Meox1","11","protein_coding",101877510,101894374,1,"Meox1","ENSMUSG00000001493"
"241","ENSMUST00000001534","ENSMUSG00000001494","Sost","11","protein_coding",101962458,101967015,1,"Sost","ENSMUSG00000001494"
"242","ENSMUST00000178477","ENSMUSG00000001496","Nkx2-1","12","protein_coding",56531958,56535106,2,"Nkx2-1","ENSMUSG00000001496"
"243","ENSMUST00000153250","ENSMUSG00000001497","Pax9","12","protein_coding",56691767,56712707,3,"Pax9","ENSMUSG00000001497"
"244","ENSMUST00000074372","ENSMUSG00000001504","Irx2","13","protein_coding",72628820,72634198,5,"Irx2","ENSMUSG00000001504"
"245","ENSMUST00000001547","ENSMUSG00000001506","Col1a1","11","protein_coding",94936224,94953042,4,"Col1a1","ENSMUSG00000001506"
"246","ENSMUST00000107739","ENSMUSG00000001507","Itga3","11","protein_coding",95044474,95069198,6,"Itga3","ENSMUSG00000001507"
"247","ENSMUST00000103162","ENSMUSG00000001508","Sgca","11","protein_coding",94962791,94976327,5,"Sgca","ENSMUSG00000001508"
"248","ENSMUST00000092768","ENSMUSG00000001510","Dlx3","11","protein_coding",95120119,95125296,1,"Dlx3","ENSMUSG00000001510"
"249","ENSMUST00000123988","ENSMUSG00000001517","Foxm1","6","processed_transcript",128362967,128368962,8,"Foxm1","ENSMUSG00000001517"
"250","ENSMUST00000001559","ENSMUSG00000001518","Itfg2","6","protein_coding",128409444,128424931,10,"Itfg2","ENSMUSG00000001518"
"251","ENSMUST00000123867","ENSMUSG00000001520","Nrip2","6","protein_coding",128399296,128408214,6,"Nrip2","ENSMUSG00000001520"
"252","ENSMUST00000001562","ENSMUSG00000001521","Tulp3","6","protein_coding",128321161,128355851,6,"Tulp3","ENSMUSG00000001521"
"253","ENSMUST00000001565","ENSMUSG00000001524","Gtf2h4","17","protein_coding",35667730,35673739,12,"Gtf2h4","ENSMUSG00000001524"
"254","ENSMUST00000001566","ENSMUSG00000001525","Tubb5","17","protein_coding",35833921,35838306,4,"Tubb5","ENSMUSG00000001525"
"255","ENSMUST00000001583","ENSMUSG00000001542","Ell2","13","protein_coding",75706757,75772364,9,"Ell2","ENSMUSG00000001542"
"256","ENSMUST00000124659","ENSMUSG00000001552","Jup","11","processed_transcript",100368958,100372716,9,"Jup","ENSMUSG00000001552"
"257","ENSMUST00000001595","ENSMUSG00000001555","Fkbp10","11","protein_coding",100415697,100424824,5,"Fkbp10","ENSMUSG00000001555"
"258","ENSMUST00000001599","ENSMUSG00000001558","Klhl10","11","protein_coding",100441917,100457022,2,"Klhl10","ENSMUSG00000001558"
"259","ENSMUST00000001611","ENSMUSG00000001569","Nom1","5","protein_coding",29434664,29457843,2,"Nom1","ENSMUSG00000001569"
"260","ENSMUST00000167662","ENSMUSG00000001576","Ergic1","17","protein_coding",26561489,26656931,7,"Ergic1","ENSMUSG00000001576"
"261","ENSMUST00000001626","ENSMUSG00000001583","Tnk1","11","protein_coding",69851005,69858730,5,"Tnk1","ENSMUSG00000001583"
"262","ENSMUST00000108622","ENSMUSG00000001588","Acap1","11","protein_coding",69881567,69890331,4,"Acap1","ENSMUSG00000001588"
"263","ENSMUST00000136812","ENSMUSG00000001604","Tcea3","4","processed_transcript",136247729,136271304,3,"Tcea3","ENSMUSG00000001604"
"264","ENSMUST00000001667","ENSMUSG00000001622","Csn3","5","protein_coding",87925579,87932665,6,"Csn3","ENSMUSG00000001622"
"265","ENSMUST00000001672","ENSMUSG00000001627","Ifrd1","12","protein_coding",40201567,40223189,10,"Ifrd1","ENSMUSG00000001627"
"266","ENSMUST00000203318","ENSMUSG00000001630","Stk38l","6","protein_coding",146725312,146758562,3,"Stk38l","ENSMUSG00000001630"
"267","ENSMUST00000113122","ENSMUSG00000001632","Brpf1","6","protein_coding",113307137,113324857,10,"Brpf1","ENSMUSG00000001632"
"268","ENSMUST00000201392","ENSMUSG00000001642","Akr1b3","6","retained_intron",34302434,34307457,6,"Akr1b3","ENSMUSG00000001642"
"269","ENSMUST00000001700","ENSMUSG00000001655","Hoxc13","15","protein_coding",102921103,102928814,1,"Hoxc13","ENSMUSG00000001655"
"270","ENSMUST00000001703","ENSMUSG00000001657","Hoxc8","15","protein_coding",102990607,102993821,2,"Hoxc8","ENSMUSG00000001657"
"271","ENSMUST00000173210","ENSMUSG00000001661","Hoxc6","15","processed_transcript",102998257,103010768,3,"Hoxc6","ENSMUSG00000001661"
"272","ENSMUST00000001713","ENSMUSG00000001663","Gstt1","10","protein_coding",75783813,75798584,3,"Gstt1","ENSMUSG00000001663"
"273","ENSMUST00000001715","ENSMUSG00000001665","Gstt3","10","protein_coding",75774115,75781414,6,"Gstt3","ENSMUSG00000001665"
"274","ENSMUST00000172820","ENSMUSG00000001666","Ddt","10","protein_coding",75771230,75773034,2,"Ddt","ENSMUSG00000001666"
"275","ENSMUST00000001720","ENSMUSG00000001670","Tat","8","protein_coding",109990437,109999803,2,"Tat","ENSMUSG00000001670"
"276","ENSMUST00000001722","ENSMUSG00000001672","Marveld3","8","protein_coding",109947914,109962168,3,"Marveld3","ENSMUSG00000001672"
"277","ENSMUST00000001724","ENSMUSG00000001674","Ddx18","1","protein_coding",121553835,121567989,4,"Ddx18","ENSMUSG00000001674"
"278","ENSMUST00000079324","ENSMUSG00000001687","Ubl3","5","protein_coding",148504635,148552662,7,"Ubl3","ENSMUSG00000001687"
"279","ENSMUST00000070166","ENSMUSG00000001700","Gramd3","18","protein_coding",56432132,56503792,1,"Gramd3","ENSMUSG00000001700"
"280","ENSMUST00000001757","ENSMUSG00000001707","Eef1e1","13","protein_coding",38644207,38659058,3,"Eef1e1","ENSMUSG00000001707"
"281","ENSMUST00000001780","ENSMUSG00000001729","Akt1","12","protein_coding",112653821,112674276,9,"Akt1","ENSMUSG00000001729"
"282","ENSMUST00000111093","ENSMUSG00000001739","Cldn15","5","protein_coding",136966616,136975858,3,"Cldn15","ENSMUSG00000001739"
"283","ENSMUST00000001792","ENSMUSG00000001741","Il16","7","protein_coding",83642825,83735523,6,"Il16","ENSMUSG00000001741"
"284","ENSMUST00000131327","ENSMUSG00000001750","Tcirg1","19","retained_intron",3896050,3903072,13,"Tcirg1","ENSMUSG00000001750"
"285","ENSMUST00000001802","ENSMUSG00000001751","Naglu","11","protein_coding",101070012,101077672,3,"Naglu","ENSMUSG00000001751"
"286","ENSMUST00000001806","ENSMUSG00000001755","Coasy","11","protein_coding",101082565,101086619,4,"Coasy","ENSMUSG00000001755"
"287","ENSMUST00000046750","ENSMUSG00000001763","Tspan33","6","protein_coding",29694222,29718559,3,"Tspan33","ENSMUSG00000001763"
"288","ENSMUST00000001818","ENSMUSG00000001767","Crnkl1","2","protein_coding",145917479,145935014,3,"Crnkl1","ENSMUSG00000001767"
"289","ENSMUST00000147976","ENSMUSG00000001768","Rin2","2","nonsense_mediated_decay",145786116,145887616,8,"Rin2","ENSMUSG00000001768"
"290","ENSMUST00000001824","ENSMUSG00000001773","Folh1","7","protein_coding",86718977,86775943,3,"Folh1","ENSMUSG00000001773"
"291","ENSMUST00000001825","ENSMUSG00000001774","Chordc1","9","protein_coding",18292125,18317442,9,"Chordc1","ENSMUSG00000001774"
"292","ENSMUST00000001834","ENSMUSG00000001783","Rtcb","10","protein_coding",85938637,85957823,2,"Rtcb","ENSMUSG00000001783"
"293","ENSMUST00000217667","ENSMUSG00000001785","Pwp1","10","protein_coding",85829494,85878574,5,"Pwp1","ENSMUSG00000001785"
"294","ENSMUST00000130320","ENSMUSG00000001786","Fbxo7","10","protein_coding",86021972,86051873,7,"Fbxo7","ENSMUSG00000001786"
"295","ENSMUST00000207082","ENSMUSG00000001794","Capns1","7","retained_intron",30186936,30192972,8,"Capns1","ENSMUSG00000001794"
"296","ENSMUST00000153163","ENSMUSG00000001802","Lrp3","7","processed_transcript",35200027,35202959,4,"Lrp3","ENSMUSG00000001802"
"297","ENSMUST00000019426","ENSMUSG00000001804","Dsg4","18","protein_coding",20436175,20471821,1,"Dsg4","ENSMUSG00000001804"
"298","ENSMUST00000001867","ENSMUSG00000001815","Evx2","2","protein_coding",74652991,74659557,2,"Evx2","ENSMUSG00000001815"
"299","ENSMUST00000001872","ENSMUSG00000001819","Hoxd13","2","protein_coding",74668310,74671599,1,"Hoxd13","ENSMUSG00000001819"
"300","ENSMUST00000001878","ENSMUSG00000001823","Hoxd12","2","protein_coding",74675013,74677705,1,"Hoxd12","ENSMUSG00000001823"
"301","ENSMUST00000106981","ENSMUSG00000001827","Folr1","7","protein_coding",101858331,101864145,16,"Folr1","ENSMUSG00000001827"
"302","ENSMUST00000137214","ENSMUSG00000001829","Clpb","7","retained_intron",101663633,101722922,11,"Clpb","ENSMUSG00000001829"
"303","ENSMUST00000165594","ENSMUSG00000001833","Sept7","9","protein_coding",25252451,25308566,10,"Sept7","ENSMUSG00000001833"
"304","ENSMUST00000001900","ENSMUSG00000001844","Zdhhc4","5","protein_coding",143316489,143329256,13,"Zdhhc4","ENSMUSG00000001844"
"305","ENSMUST00000080537","ENSMUSG00000001847","Rac1","5","protein_coding",143503634,143528036,4,"Rac1","ENSMUSG00000001847"
"306","ENSMUST00000065398","ENSMUSG00000001855","Nup214","2","protein_coding",31974436,32052371,11,"Nup214","ENSMUSG00000001855"
"307","ENSMUST00000001920","ENSMUSG00000001864","Aif1l","2","protein_coding",31950139,31973442,10,"Aif1l","ENSMUSG00000001864"
"308","ENSMUST00000001927","ENSMUSG00000001870","Ltbp1","17","protein_coding",75005568,75391767,7,"Ltbp1","ENSMUSG00000001870"
"309","ENSMUST00000102875","ENSMUSG00000001891","Ugp2","11","protein_coding",21321138,21370477,4,"Ugp2","ENSMUSG00000001891"
"310","ENSMUST00000106903","ENSMUSG00000001901","Kcnh6","11","protein_coding",106008124,106034107,4,"Kcnh6","ENSMUSG00000001901"
"311","ENSMUST00000175980","ENSMUSG00000001909","Trmt1","8","retained_intron",84686307,84690936,30,"Trmt1","ENSMUSG00000001909"
"312","ENSMUST00000001975","ENSMUSG00000001910","Nacc1","8","protein_coding",84670483,84687862,1,"Nacc1","ENSMUSG00000001910"
"313","ENSMUST00000148644","ENSMUSG00000001911","Nfix","8","processed_transcript",84699876,84708218,8,"Nfix","ENSMUSG00000001911"
"314","ENSMUST00000108496","ENSMUSG00000001918","Slc1a5","7","protein_coding",16781340,16798274,8,"Slc1a5","ENSMUSG00000001918"
"315","ENSMUST00000089217","ENSMUSG00000001924","Uba1","X","protein_coding",20658326,20683179,6,"Uba1","ENSMUSG00000001924"
"316","ENSMUST00000100941","ENSMUSG00000001930","Vwf","6","protein_coding",125546774,125592174,11,"Vwf","ENSMUSG00000001930"
"317","ENSMUST00000213126","ENSMUSG00000001942","Siae","9","protein_coding",37555698,37646987,7,"Siae","ENSMUSG00000001942"
"318","ENSMUST00000002011","ENSMUSG00000001946","Esam","9","protein_coding",37528078,37538319,6,"Esam","ENSMUSG00000001946"
"319","ENSMUST00000002013","ENSMUSG00000001948","Spa17","9","protein_coding",37603290,37613722,3,"Spa17","ENSMUSG00000001948"
"320","ENSMUST00000114160","ENSMUSG00000001962","Fam50a","X","protein_coding",74313033,74320149,3,"Fam50a","ENSMUSG00000001962"
"321","ENSMUST00000002029","ENSMUSG00000001964","Emd","X","protein_coding",74254687,74257887,6,"Emd","ENSMUSG00000001964"
"322","ENSMUST00000002048","ENSMUSG00000001983","Taco1","11","protein_coding",106066061,106073612,1,"Taco1","ENSMUSG00000001983"
"323","ENSMUST00000030676","ENSMUSG00000001985","Grik3","4","protein_coding",125490700,125714173,1,"Grik3","ENSMUSG00000001985"
"324","ENSMUST00000128197","ENSMUSG00000001986","Gria3","X","retained_intron",41400854,41613099,9,"Gria3","ENSMUSG00000001986"
"325","ENSMUST00000210748","ENSMUSG00000001988","Npas1","7","protein_coding",16455721,16475688,4,"Npas1","ENSMUSG00000001988"
"326","ENSMUST00000212168","ENSMUSG00000001995","Sipa1l2","8","protein_coding",125418074,125569756,4,"Sipa1l2","ENSMUSG00000001995"
"327","ENSMUST00000149254","ENSMUSG00000001998","Ap4e1","2","retained_intron",127008717,127037344,8,"Ap4e1","ENSMUSG00000001998"
"328","ENSMUST00000142861","ENSMUSG00000001999","Blvra","2","retained_intron",127070665,127087870,5,"Blvra","ENSMUSG00000001999"
"329","ENSMUST00000002080","ENSMUSG00000002006","Pdzd4","X","protein_coding",73793359,73824969,2,"Pdzd4","ENSMUSG00000002006"
"330","ENSMUST00000002081","ENSMUSG00000002007","Srpk3","X","protein_coding",73774405,73778925,4,"Srpk3","ENSMUSG00000002007"
"331","ENSMUST00000052761","ENSMUSG00000002010","Idh3g","X","protein_coding",73778963,73786897,9,"Idh3g","ENSMUSG00000002010"
"332","ENSMUST00000114473","ENSMUSG00000002012","Pnck","X","protein_coding",73655994,73659724,5,"Pnck","ENSMUSG00000002012"
"333","ENSMUST00000002090","ENSMUSG00000002014","Ssr4","X","protein_coding",73787062,73790826,8,"Ssr4","ENSMUSG00000002014"
"334","ENSMUST00000002091","ENSMUSG00000002015","Bcap31","X","protein_coding",73686178,73716175,1,"Bcap31","ENSMUSG00000002015"
"335","ENSMUST00000112507","ENSMUSG00000002017","Fam98a","17","protein_coding",75537086,75551946,3,"Fam98a","ENSMUSG00000002017"
"336","ENSMUST00000002073","ENSMUSG00000002020","Ltbp2","12","protein_coding",84783212,84876532,7,"Ltbp2","ENSMUSG00000002020"
"337","ENSMUST00000114689","ENSMUSG00000002028","Kmt2a","9","protein_coding",44803355,44881296,6,"Kmt2a","ENSMUSG00000002028"
"338","ENSMUST00000154090","ENSMUSG00000002031","Ift46","9","processed_transcript",44767908,44782233,13,"Ift46","ENSMUSG00000002031"
"339","ENSMUST00000213203","ENSMUSG00000002032","Tmem25","9","nonsense_mediated_decay",44793769,44799233,8,"Tmem25","ENSMUSG00000002032"
"340","ENSMUST00000002101","ENSMUSG00000002033","Cd3g","9","protein_coding",44969572,44980431,3,"Cd3g","ENSMUSG00000002033"
"341","ENSMUST00000207730","ENSMUSG00000002043","Trappc6a","7","retained_intron",19508395,19508916,7,"Trappc6a","ENSMUSG00000002043"
"342","ENSMUST00000002121","ENSMUSG00000002052","Supt6","11","protein_coding",78206746,78245987,2,"Supt6","ENSMUSG00000002052"
"343","ENSMUST00000045026","ENSMUSG00000002055","Spag5","11","protein_coding",78301529,78322457,8,"Spag5","ENSMUSG00000002055"
"344","ENSMUST00000108294","ENSMUSG00000002057","Foxn1","11","protein_coding",78357577,78386558,1,"Foxn1","ENSMUSG00000002057"
"345","ENSMUST00000002127","ENSMUSG00000002058","Unc119","11","protein_coding",78343482,78349164,7,"Unc119","ENSMUSG00000002058"
"346","ENSMUST00000002128","ENSMUSG00000002059","Rab34","11","protein_coding",78188430,78192188,9,"Rab34","ENSMUSG00000002059"
"347","ENSMUST00000002133","ENSMUSG00000002064","Sdf2","11","protein_coding",78245746,78255496,3,"Sdf2","ENSMUSG00000002064"
"348","ENSMUST00000108023","ENSMUSG00000002068","Ccne1","7","protein_coding",38097984,38107534,5,"Ccne1","ENSMUSG00000002068"
"349","ENSMUST00000002145","ENSMUSG00000002076","Hsf2bp","17","protein_coding",31944769,32034508,3,"Hsf2bp","ENSMUSG00000002076"
"350","ENSMUST00000209688","ENSMUSG00000002083","Bbc3","7","protein_coding",16308393,16312414,4,"Bbc3","ENSMUSG00000002083"
